         0,         0
         4,         0
         8,         0
         9,         0
        11,         0
        12,         0
        21,         0
        28,         0
        31,         1
        34,         0
        35,         0
        36,         0
        38,         1
        40,         0
        44,         0
        46,         0
        49,         1
        50,         1
        51,         0
        57,         0
        60,         0
        63,         0
        66,         0
        73,         0
        79,         1
        80,         0
        82,         0
        83,         0
        97,         1
        98,         0
        99,         0
       100,         0
       101,         0
       102,         0
       105,         0
       107,         1
       108,         1
       110,         0
       113,         0
       121,         1
       122,         0
       125,         0
       130,         0
       133,         0
       134,         0
       137,         0
       138,         1
       141,         0
       144,         0
       149,         0
       152,         1
       156,         0
       162,         0
       163,         1
       164,         0
       165,         1
       167,         1
       170,         0
       173,         0
       179,         0
       185,         0
       187,         0
       188,         0
       189,         0
       191,         0
       192,         1
       193,         0
       196,         1
       197,         1
       200,         0
       201,         0
       203,         0
       205,         0
       207,         0
       210,         0
       211,         0
       215,         0
       216,         0
       222,         0
       224,         0
       227,         1
       228,         0
       229,         0
       230,         0
       231,         0
       238,         0
       240,         0
       242,         0
       251,         0
       258,         0
       261,         0
       264,         0
       265,         0
       270,         0
       275,         0
       282,         1
       288,         0
       289,         0
       291,         0
       295,         0
       299,         1
       300,         0
       301,         0
       303,         1
       308,         0
       310,         0
       311,         0
       315,         0
       316,         0
       317,         1
       324,         0
       328,         0
       330,         0
       335,         0
       341,         1
       343,         0
       344,         1
       348,         0
       350,         1
       364,         0
       370,         0
       373,         0
       377,         0
       380,         0
       381,         1
       384,         1
       396,         0
       399,         1
       400,         0
       405,         1
       406,         0
       412,         1
       414,         1
       415,         0
       416,         0
       423,         0
       424,         0
       427,         0
       433,         0
       434,         0
       435,         0
       446,         1
       454,         0
       455,         0
       459,         0
       464,         0
       466,         0
       469,         1
       470,         0
       476,         0
       478,         1
       479,         0
       480,         0
       482,         0
       489,         0
       490,         0
       492,         0
       498,         0
       501,         0
       502,         0
       504,         0
       505,         0
       507,         1
       515,         1
       516,         0
       522,         0
       526,         0
       527,         1
       535,         0
       537,         0
       540,         0
       541,         1
       547,         0
       550,         1
       553,         0
       554,         0
       555,         0
       556,         0
       560,         0
       568,         0
       569,         0
       570,         0
       580,         1
       582,         1
       584,         0
       588,         0
       601,         0
       603,         0
       612,         1
       618,         1
       621,         0
       624,         1
       631,         0
       632,         0
       633,         0
       634,         0
       636,         0
       642,         1
       643,         0
       644,         0
       653,         1
       655,         0
       660,         1
       664,         0
       671,         0
       676,         0
       677,         0
       684,         1
       685,         1
       686,         0
       687,         0
       688,         0
       691,         1
       693,         1
       694,         0
       696,         0
       697,         0
       707,         0
       726,         1
       731,         0
       733,         1
       735,         1
       738,         0
       744,         0
       747,         0
       752,         0
       754,         0
       756,         0
       758,         0
       763,         1
       764,         1
       766,         0
       778,         0
       779,         0
       780,         0
       784,         0
       785,         0
       789,         1
       792,         1
       796,         0
       800,         0
       803,         0
       809,         0
       814,         0
       820,         0
       823,         0
       826,         0
       830,         0
       834,         1
       836,         0
       837,         0
       838,         1
       843,         0
       854,         0
       855,         0
       858,         1
       859,         0
       860,         1
       862,         0
       863,         0
       864,         0
       867,         0
       869,         0
       872,         1
       882,         0
       883,         1
       885,         0
       891,         0
       893,         0
       899,         0
       901,         0
       907,         0
       909,         0
       910,         1
       912,         1
       914,         0
       917,         0
       920,         0
       921,         0
       923,         0
       929,         0
       931,         1
       934,         0
       935,         0
       937,         0
       939,         0
       941,         0
       942,         0
       943,         1
       944,         0
       945,         1
       947,         0
       948,         0
       950,         0
       951,         0
       953,         1
       954,         0
       962,         0
       966,         0
       973,         1
       976,         0
       977,         0
       979,         0
       981,         0
       982,         1
       985,         0
       986,         1
       987,         0
       989,         0
       994,         0
       997,         1
       998,         0
      1000,         0
      1001,         0
      1013,         0
      1018,         1
      1019,         0
      1024,         0
      1027,         0
      1028,         0
      1031,         1
      1036,         1
      1039,         0
      1040,         1
      1041,         0
      1045,         0
      1046,         0
      1051,         0
      1054,         0
      1058,         0
      1062,         0
      1067,         1
      1069,         0
      1073,         0
      1076,         0
      1081,         0
      1085,         0
      1089,         0
      1092,         0
      1094,         0
      1096,         1
      1099,         1
      1100,         1
      1101,         1
      1103,         1
      1104,         0
      1112,         0
      1113,         1
      1114,         0
      1115,         1
      1117,         0
      1120,         0
      1126,         1
      1129,         0
      1134,         0
      1135,         0
      1136,         0
      1137,         0
      1142,         0
      1143,         0
      1147,         1
      1151,         0
      1160,         0
      1162,         0
      1163,         0
      1165,         0
      1166,         0
      1168,         0
      1169,         0
      1175,         1
      1182,         0
      1183,         0
      1184,         0
      1185,         0
      1187,         1
      1189,         0
      1192,         0
      1193,         0
      1195,         0
      1202,         1
      1204,         1
      1207,         0
      1208,         0
      1209,         0
      1211,         0
      1215,         0
      1217,         1
      1218,         0
      1221,         0
      1223,         0
      1225,         0
      1227,         0
      1228,         0
      1231,         0
      1232,         0
      1234,         0
      1239,         1
      1246,         0
      1247,         0
      1248,         0
      1250,         0
      1256,         0
      1257,         1
      1258,         0
      1259,         1
      1264,         0
      1265,         0
      1276,         0
      1279,         1
      1280,         0
      1289,         0
      1290,         0
      1291,         0
      1297,         0
      1299,         0
      1300,         0
      1304,         1
      1305,         0
      1308,         0
      1309,         1
      1310,         1
      1311,         1
      1313,         0
      1318,         0
      1322,         0
      1328,         0
      1331,         1
      1334,         0
      1335,         0
      1336,         0
      1337,         1
      1338,         1
      1341,         0
      1344,         0
      1350,         0
      1351,         0
      1358,         1
      1361,         0
      1362,         0
      1366,         0
      1367,         0
      1372,         0
      1376,         0
      1377,         1
      1379,         0
      1381,         1
      1382,         0
      1383,         0
      1391,         0
      1394,         0
      1399,         0
      1403,         1
      1412,         0
      1413,         0
      1414,         0
      1424,         0
      1425,         0
      1429,         0
      1433,         0
      1438,         0
      1443,         1
      1445,         0
      1448,         0
      1449,         1
      1460,         1
      1463,         1
      1465,         1
      1468,         0
      1469,         0
      1473,         1
      1478,         0
      1479,         0
      1486,         0
      1496,         0
      1501,         0
      1502,         1
      1507,         1
      1515,         0
      1520,         0
      1523,         0
      1524,         1
      1526,         0
      1527,         1
      1535,         1
      1543,         0
      1547,         0
      1552,         0
      1554,         0
      1564,         0
      1572,         0
      1573,         0
      1582,         1
      1583,         0
      1589,         0
      1590,         0
      1594,         0
      1596,         0
      1598,         0
      1600,         0
      1601,         0
      1606,         1
      1610,         0
      1611,         0
      1613,         1
      1614,         0
      1619,         0
      1620,         1
      1621,         0
      1622,         1
      1629,         0
      1634,         1
      1642,         0
      1646,         1
      1647,         1
      1650,         0
      1659,         0
      1664,         0
      1665,         0
      1669,         0
      1672,         0
      1677,         0
      1679,         1
      1680,         0
      1681,         1
      1682,         0
      1685,         0
      1687,         0
      1691,         0
      1694,         0
      1697,         1
      1699,         0
      1700,         0
      1702,         1
      1705,         1
      1712,         1
      1719,         0
      1734,         0
      1741,         0
      1744,         0
      1750,         1
      1751,         0
      1753,         0
      1756,         0
      1765,         0
      1772,         0
      1777,         0
      1782,         0
      1783,         1
      1789,         1
      1798,         0
      1805,         1
      1808,         0
      1811,         0
      1814,         0
      1820,         0
      1821,         0
      1828,         0
      1829,         0
      1830,         0
      1831,         0
      1833,         0
      1834,         1
      1841,         0
      1843,         0
      1846,         0
      1848,         1
      1852,         1
      1855,         1
      1856,         0
      1858,         1
      1862,         1
      1867,         0
      1874,         1
      1875,         0
      1877,         1
      1880,         0
      1883,         0
      1884,         1
      1889,         0
      1893,         1
      1894,         0
      1901,         0
      1903,         0
      1905,         0
      1916,         1
      1919,         0
      1924,         1
      1933,         0
      1934,         0
      1936,         0
      1938,         0
      1942,         0
      1945,         0
      1946,         1
      1953,         0
      1956,         0
      1958,         0
      1961,         0
      1966,         0
      1973,         0
      1977,         0
      1978,         1
      1981,         0
      1985,         1
      1986,         0
      1992,         1
      2003,         1
      2008,         1
      2009,         0
      2016,         0
      2027,         0
      2029,         0
      2048,         0
      2056,         1
      2064,         0
      2068,         1
      2069,         0
      2072,         1
      2079,         1
      2081,         0
      2089,         0
      2095,         1
      2097,         1
      2098,         1
      2100,         0
      2104,         0
      2108,         0
      2109,         0
      2112,         0
      2113,         0
      2119,         0
      2122,         0
      2125,         1
      2126,         0
      2142,         0
      2143,         0
      2148,         0
      2149,         0
      2151,         0
      2153,         1
      2154,         1
      2157,         0
      2161,         1
      2162,         1
      2165,         0
      2168,         0
      2176,         0
      2179,         1
      2180,         1
      2182,         0
      2186,         0
      2190,         1
      2192,         0
      2198,         0
      2203,         0
      2205,         1
      2207,         1
      2208,         1
      2211,         0
      2217,         0
      2220,         1
      2227,         0
      2228,         0
      2236,         0
      2239,         1
      2242,         0
      2243,         0
      2244,         1
      2248,         0
      2249,         0
      2252,         0
      2254,         1
      2259,         0
      2264,         0
      2267,         0
      2273,         0
      2277,         1
      2281,         1
      2285,         0
      2294,         1
      2295,         0
      2302,         0
      2303,         0
      2304,         0
      2306,         1
      2308,         1
      2310,         0
      2323,         0
      2325,         0
      2328,         0
      2335,         0
      2340,         0
      2341,         0
      2343,         1
      2346,         1
      2349,         1
      2361,         0
      2362,         0
      2364,         1
      2365,         1
      2389,         0
      2393,         0
      2395,         0
      2400,         0
      2402,         1
      2403,         0
      2405,         0
      2408,         0
      2409,         1
      2413,         0
      2414,         0
      2415,         0
      2419,         0
      2420,         0
      2421,         0
      2423,         0
      2427,         0
      2428,         0
      2431,         0
      2434,         0
      2436,         1
      2439,         0
      2441,         0
      2443,         0
      2444,         0
      2447,         1
      2448,         1
      2450,         0
      2454,         0
      2455,         0
      2459,         0
      2463,         0
      2466,         0
      2470,         0
      2473,         0
      2479,         0
      2483,         1
      2487,         1
      2488,         0
      2489,         0
      2492,         0
      2493,         1
      2495,         1
      2499,         0
      2503,         0
      2507,         0
      2508,         0
      2509,         1
      2517,         0
      2518,         0
      2524,         0
      2525,         0
      2527,         0
      2530,         1
      2532,         0
      2533,         0
      2538,         0
      2540,         0
      2545,         0
      2548,         1
      2549,         0
      2550,         0
      2558,         0
      2560,         0
      2561,         0
      2562,         0
      2567,         0
      2569,         0
      2570,         1
      2574,         0
      2576,         1
      2584,         0
      2586,         1
      2593,         0
      2595,         1
      2608,         0
      2613,         0
      2616,         0
      2617,         0
      2619,         1
      2626,         0
      2628,         0
      2630,         0
      2631,         0
      2632,         0
